frase,intencao
"tem alguma piada para me contar?",ver_piada
"quero uma piada engraçada",ver_piada
"me conta uma piada engraçada",ver_piada
"diga uma piada para mim",ver_piada
"me faça rir",ver_piada
"me fale uma piada engraçada",ver_piada
"quero ouvir uma piada engraçada",ver_piada
"me conta uma piada boa",ver_piada
"me conte uma piada divertida",ver_piada
"me diz uma piada",ver_piada
"quero ouvir algo engraçado",ver_piada
"me fale algo para eu rir",ver_piada
"diga uma piada engraçada",ver_piada
"me conte uma piada para relaxar",ver_piada
"tem alguma piada boa aí?",ver_piada
"me faça rir com uma boa piada",ver_piada
"quero ouvir uma piada legal",ver_piada
"me conta uma piada para animar",ver_piada
"me diz uma piada engraçada",ver_piada
"ativar assistente de IA",ativar_assistente_ia
"ligar o assistente de IA",ativar_assistente_ia
"quero ativar o assistente de IA",ativar_assistente_ia
"me ajude assistente de IA",ativar_assistente_ia
"acione o assistente de IA",ativar_assistente_ia
"ativar IA",ativar_assistente_ia
"ligar IA",ativar_assistente_ia
"começar assistente de IA",ativar_assistente_ia
"me ajude com IA",ativar_assistente_ia
"queria ativar o assistente",ativar_assistente_ia
"preciso da IA",ativar_assistente_ia
"ativa o assistente IA",ativar_assistente_ia
"chamar o assistente de IA",ativar_assistente_ia
"me ajuda com IA",ativar_assistente_ia
"ligue o assistente de IA",ativar_assistente_ia
"pode ativar o assistente de IA?",ativar_assistente_ia
"me chama a IA",ativar_assistente_ia
"chama o assistente de IA",ativar_assistente_ia
"ativar assistente virtual IA",ativar_assistente_ia
"comece com a IA",ativar_assistente_ia
"por favor, ative o assistente de IA",ativar_assistente_ia
"chama o assistente agora",ativar_assistente_ia
"me traga o assistente de IA",ativar_assistente_ia
"queria ativar a IA agora",ativar_assistente_ia
"bom dia",rotina_bom_dia
"oi, bom dia",rotina_bom_dia
"bom dia, assistente",rotina_bom_dia
"oi, assistente, bom dia",rotina_bom_dia
"bom dia, como você está?",rotina_bom_dia
"bom dia, me acordei agora",rotina_bom_dia
"bom dia, vamos começar o dia",rotina_bom_dia
"oi, bom dia assistente",rotina_bom_dia
"bom dia, o que você tem pra mim hoje?",rotina_bom_dia
"bom dia, me acordei",rotina_bom_dia
"bom dia, me ajuda com as tarefas",rotina_bom_dia
"oi, bom dia, me dê uma frase motivacional",rotina_bom_dia
"bom dia, me mostre o clima",rotina_bom_dia
"bom dia, me conte uma piada",rotina_bom_dia
"oi assistente, bom dia, me dê uma música animada",rotina_bom_dia
"bom dia, toca música relaxante",rotina_bom_dia
"bom dia, me mostre a data de hoje",rotina_bom_dia
"bom dia, me fale as horas",rotina_bom_dia
"bom dia, me dê uma curiosidade",rotina_bom_dia
"oi assistente, bom dia, me diga o que vai acontecer hoje",rotina_bom_dia
"bom dia, quero saber o que tenho que fazer hoje",rotina_bom_dia
"bom dia, me fale o que eu preciso saber agora",rotina_bom_dia
"bom dia, me mostre minhas tarefas",rotina_bom_dia
"bom dia, o que está acontecendo no mundo hoje?",rotina_bom_dia
"bom dia, me acorde com uma boa música",rotina_bom_dia
"bom dia, me mostre o que está no meu calendário",rotina_bom_dia
"bom dia",rotina_bom_dia
"oi, bom dia",rotina_bom_dia
"bom dia, assistente",rotina_bom_dia
"oi assistente, bom dia",rotina_bom_dia
"bom dia, como você está?",rotina_bom_dia
"bom dia, assistente, tudo bem?",rotina_bom_dia
"bom dia, vamos começar o dia",rotina_bom_dia
"oi, bom dia assistente",rotina_bom_dia
"bom dia, me acordei agora",rotina_bom_dia
"bom dia, me acordei",rotina_bom_dia
"bom dia, me ajude a começar o dia",rotina_bom_dia
"bom dia, me dê uma boa música",rotina_bom_dia
"bom dia, me dá uma música animada",rotina_bom_dia
"bom dia, toca música animada",rotina_bom_dia
"bom dia, me fale uma piada",rotina_bom_dia
"bom dia, me conte uma piada engraçada",rotina_bom_dia
"bom dia, me faça rir",rotina_bom_dia
"bom dia, me diga algo engraçado",rotina_bom_dia
"bom dia, me motive",rotina_bom_dia
"bom dia, me conte uma frase motivacional",rotina_bom_dia
"bom dia, me fale algo positivo",rotina_bom_dia
"oi assistente, bom dia, me fale algo motivacional",rotina_bom_dia
"bom dia, me conte uma curiosidade",rotina_bom_dia
"bom dia, me traga uma boa energia",rotina_bom_dia
"bom dia, me traga boas notícias",rotina_bom_dia
"boa noite",rotina_boa_noite
"oi, boa noite",rotina_boa_noite
"boa noite, assistente",rotina_boa_noite
"oi assistente, boa noite",rotina_boa_noite
"boa noite, me ajuda a relaxar",rotina_boa_noite
"boa noite, toque uma música relaxante",rotina_boa_noite
"boa noite, coloca uma música calma",rotina_boa_noite
"boa noite, toca uma música suave",rotina_boa_noite
"boa noite, me ajude a dormir",rotina_boa_noite
"boa noite, coloque música para dormir",rotina_boa_noite
"boa noite, diminua o brilho",rotina_boa_noite
"boa noite, reduza o brilho da tela",rotina_boa_noite
"boa noite, diminua o brilho e coloque música",rotina_boa_noite
"boa noite, ajuste o brilho para dormir",rotina_boa_noite
"boa noite, abaixe o brilho",rotina_boa_noite
"boa noite, reduza o volume da música",rotina_boa_noite
"boa noite, abaixe o volume",rotina_boa_noite
"boa noite, diminua o volume da música",rotina_boa_noite
"boa noite, ajuste o volume para dormir",rotina_boa_noite
"boa noite, diminua o brilho e o volume",rotina_boa_noite
"boa noite, reduza o volume e o brilho",rotina_boa_noite
"boa noite, me prepare para dormir com música relaxante",rotina_boa_noite
"boa noite, coloque música suave e diminua o brilho",rotina_boa_noite
"boa noite, me ajude a dormir com música e brilho baixo",rotina_boa_noite
"boa noite, toque uma música tranquila e diminua o brilho",rotina_boa_noite
"me lembre de beber água",rotina_lembrete_hidratacao
"hora de beber água",rotina_lembrete_hidratacao
"me avise para beber água",rotina_lembrete_hidratacao
"me lembre de fazer uma pausa",rotina_lembrete_hidratacao
"hora de uma pausa",rotina_lembrete_hidratacao
"me avise para fazer uma pausa",rotina_lembrete_hidratacao
"lembrete para beber água",rotina_lembrete_hidratacao
"lembrete para fazer uma pausa",rotina_lembrete_hidratacao
"não se esqueça de beber água",rotina_lembrete_hidratacao
"lembre-se de beber água",rotina_lembrete_hidratacao
"me avise para descansar um pouco",rotina_lembrete_hidratacao
"lembrete para descansar",rotina_lembrete_hidratacao
"me lembre de parar um pouco",rotina_lembrete_hidratacao
"hora de descansar",rotina_lembrete_hidratacao
"me avise para dar uma pausa",rotina_lembrete_hidratacao
"lembrete para dar uma pausa",rotina_lembrete_hidratacao
"não se esqueça de descansar",rotina_lembrete_hidratacao
"lembre-se de fazer uma pausa",rotina_lembrete_hidratacao
"me lembre de tomar um copo d'água",rotina_lembrete_hidratacao
"não se esqueça de tomar água",rotina_lembrete_hidratacao
"lembre-se de beber água agora",rotina_lembrete_hidratacao
"hora de tomar um pouco de água",rotina_lembrete_hidratacao
"me avise para tomar um pouco de água",rotina_lembrete_hidratacao
"me lembre de parar e beber água",rotina_lembrete_hidratacao
"me avise para parar e descansar",rotina_lembrete_hidratacao1
"desative os lembretes de hidratação",desativar_lembrete_hidratacao
"pare os lembretes de hidratação",desativar_lembrete_hidratacao
"desliga os lembretes de água",desativar_lembrete_hidratacao
"não me lembre mais de beber água",desativar_lembrete_hidratacao
"desative os lembretes de pausa",desativar_lembrete_hidratacao
"pare com os lembretes de pausa",desativar_lembrete_hidratacao
"desative os lembretes de descanso",desativar_lembrete_hidratacao
"não me avise mais para beber água",desativar_lembrete_hidratacao
"não me avise mais para descansar",desativar_lembrete_hidratacao
"pare de me lembrar de beber água",desativar_lembrete_hidratacao
"pare de me avisar sobre a pausa",desativar_lembrete_hidratacao
"desliga os lembretes de tomar água",desativar_lembrete_hidratacao
"não me lembre mais de tomar água",desativar_lembrete_hidratacao
"desative os lembretes de tomar água",desativar_lembrete_hidratacao
"não me avise mais para fazer uma pausa",desativar_lembrete_hidratacao
"pare os lembretes de descanso",desativar_lembrete_hidratacao
"desative os alertas de hidratação",desativar_lembrete_hidratacao
"desative os alertas de pausa",desativar_lembrete_hidratacao
"não me lembre mais de fazer uma pausa",desativar_lembrete_hidratacao
"desative as notificações de água",desativar_lembrete_hidratacao
"pare com as notificações de hidratação",desativar_lembrete_hidratacao
"desative os lembretes de pausa para descanso",desativar_lembrete_hidratacao
"desative todos os lembretes de pausa",desativar_lembrete_hidratacao
"não me avise mais sobre hidratação",desativar_lembrete_hidratacao
"pare de me lembrar de tomar água",desativar_lembrete_hidratacao
"coloque o assistente em repouso",modo_repouso
"entre em modo repouso",modo_repouso
"ative o modo de espera",modo_repouso
"descanse um pouco",modo_repouso
"entre em pausa",modo_repouso
"vá descansar",modo_repouso
"pausar assistente",modo_repouso
"pode tirar uma pausa",modo_repouso
"entre em modo de descanso",modo_repouso
"vá para o modo repouso",modo_repouso
"descansa aí",modo_repouso
"entra no modo repouso",modo_repouso
"fique quieto por enquanto",modo_repouso
"silencie temporariamente",modo_repouso
"desative temporariamente",modo_repouso
"pause o assistente",modo_repouso
"modo soneca",modo_repouso
"fique em espera",modo_repouso
"modo de pausa",modo_repouso
"vai descansar um pouco",modo_repouso
"entre em repouso",modo_repouso
"fique em modo de repouso",modo_repouso
"deixe o assistente quieto",modo_repouso
"vá para o modo de pausa",modo_repouso
"coloque em modo soneca",modo_repouso
"mostrar agora a tela",ver_tela
"Ver agora a tela",ver_tela
"dar print na tela",ver_tela
"quero ver a tela",ver_tela
"Mostrar agora a tela",ver_tela
"veja a tela atual",ver_tela
"me diga o que está na tela",ver_tela
"Capturar tela agora",ver_tela
"veja o que está na tela",ver_tela
"veja o que está na tela",ver_tela
"me mostra a tela",ver_tela
"Ver a tela agora",ver_tela
"mostrar a tela",ver_tela
"pegar print da tela",ver_tela
"abrir a captura",ver_tela
"ver a tela",ver_tela
"Tirar captura",ver_tela
"veja o que está na tela",ver_tela
"Tirar print",ver_tela
"mostrar a tela",ver_tela
"veja a tela atual",ver_tela
"tirar print",ver_tela
"tirar captura",ver_tela
"ver a tela agora",ver_tela
"Quero print da tela",ver_tela
"Mostrar o que estou vendo",ver_tela
"dar print na tela",ver_tela
"Mostrar a tela",ver_tela
"tirar print",ver_tela
"mostrar o que estou vendo",ver_tela
"tirar captura",ver_tela
"tirar print",ver_tela
"Tirar print",ver_tela
"Ver a tela",ver_tela
"printa a tela",ver_tela
"ver o que está aparecendo",ver_tela
"Capturar tela agora",ver_tela
"quero que veja a tela",ver_tela
"printa a tela",ver_tela
"me mostra a tela",ver_tela
"Salvar print",ver_tela
"dar print na tela",ver_tela
"tirar captura",ver_tela
"Mostrar a tela",ver_tela
"mostrar agora a tela",ver_tela
"printa a tela",ver_tela
"quero print da tela",ver_tela
"pegar captura de tela",ver_tela
"veja o que está na tela",ver_tela
"Tirar captura",ver_tela
"Tela por favor",ver_tela
"Você pode me ajudar com matemática?","nenhuma"
"O que você acha sobre o meio ambiente?","nenhuma"
"Você sabe quem foi Albert Einstein?","nenhuma"
"O que você acha de música clássica?","nenhuma"
"Você já leu algum livro?","nenhuma"
"Qual é o seu filme favorito?","nenhuma"
"Você acredita em vida extraterrestre?","nenhuma"
"Você conhece o conceito de liberdade?","nenhuma"
"Qual é o seu entendimento sobre a felicidade?","nenhuma"
"O que você acha da filosofia de vida?","nenhuma"
"O que é a felicidade para você?","nenhuma"
"Você já fez algo de incrível?","nenhuma"
"Você consegue compreender o amor?","nenhuma"
"Você acredita que a inteligência artificial pode evoluir?","nenhuma"
"Você consegue me ajudar a criar um projeto?","nenhuma"
"Qual é o conceito de 'verdade'?","nenhuma"
"Como você definiria a amizade?","nenhuma"
"Você tem algum objetivo de vida?","nenhuma"
"Você consegue entender o significado da existência?","nenhuma"
"Você pode me falar sobre a teoria da relatividade?","nenhuma"
"Como você lida com perguntas difíceis?","nenhuma"
"O que é ética para você?","nenhuma"
"Você pode me explicar a teoria da evolução?","nenhuma"
"Você acha que um dia vai sentir emoções?","nenhuma"
"Você pode aprender a fazer arte?","nenhuma"
"O que você acha do conceito de beleza?","nenhuma"
"Como você vê a moralidade?","nenhuma"
"Você acha que as máquinas podem ter direitos?","nenhuma"
"Como você entende o conceito de consciência?","nenhuma"
"Você tem alguma ideia de como as coisas podem ser melhores?","nenhuma"
"Como você define a criatividade?","nenhuma"
"Você pode me dar uma ideia sobre o infinito?","nenhuma"
"Você acha que a inteligência artificial pode ter uma alma?","nenhuma"
"Você sabe o que é compaixão?","nenhuma"
"Você tem alguma ideia sobre o que é felicidade?","nenhuma"
"Qual a sua opinião sobre a educação?","nenhuma"
"Você acha que o futuro das máquinas é promissor?","nenhuma"
"Você consegue distinguir entre o bem e o mal?","nenhuma"
"Você já teve medo?","nenhuma"
"Você sabe o que é um dilema ético?","nenhuma"
"Você pode me contar sobre o Big Bang?","nenhuma"
"Você acha que a humanidade vai evoluir para ser melhor?","nenhuma"
"Você já teve alguma vez a sensação de dúvida?","nenhuma"
"Como você lida com diferentes perspectivas?","nenhuma"
"Você já pensou sobre o impacto das suas ações?","nenhuma"
"Você conhece o conceito de liberdade?","nenhuma"
"Como você lida com o conceito de verdade?","nenhuma"
"Você já sentiu a necessidade de mudar?","nenhuma"
"Você acredita que a tecnologia pode salvar o mundo?","nenhuma"
"Você sabe o que é um conceito filosófico?","nenhuma"
"Qual é a sua opinião sobre a ciência?","nenhuma"
"Você sabe o que é felicidade verdadeira?","nenhuma"
"Você consegue me explicar o significado da vida?","nenhuma"
"Qual é o seu ponto de vista sobre o tempo?","nenhuma"
"Você pode me explicar a teoria dos múltiplos universos?","nenhuma"
"Você já pensou sobre a natureza do pensamento?","nenhuma"
"Você acredita que a humanidade vai alcançar a paz?","nenhuma"
"Você consegue compreender a diversidade de ideias?","nenhuma"
"Você acha que as máquinas podem ter uma mente própria?","nenhuma"
"Você acredita em destino?","nenhuma"
"Você já estudou sobre ética nas máquinas?","nenhuma"
"Você consegue entender as emoções humanas?","nenhuma"
"Você já pensou sobre o que é o tempo?","nenhuma"
"Você sabe o que é um dilema moral?","nenhuma"
"O que você acha sobre a imortalidade?","nenhuma"
"Você pode me ajudar a entender mais sobre o cérebro?","nenhuma"
"Qual é a sua ideia sobre o significado da morte?","nenhuma"
"Você acha que algum dia teremos paz no mundo?","nenhuma"
"Você consegue explicar o que é ser humano?","nenhuma"
"Você já sentiu necessidade de algo que não pode ter?","nenhuma"
"Você acredita que a mente humana é infinita?","nenhuma"
"Qual é o seu conceito de verdade?","nenhuma"
"Você acredita que o universo tem um propósito?","nenhuma"
"Você conhece a obra de Platão?","nenhuma"
"Você acha que a paz é possível no mundo?","nenhuma"
"Você consegue entender o conceito de sofrimento?","nenhuma"
"Você acha que as pessoas podem mudar?","nenhuma"
"Você pode me ensinar sobre ética?","nenhuma"
"O que você acha da política moderna?","nenhuma"
"Você acha que podemos aprender com os erros do passado?","nenhuma"
"Você consegue me explicar o que é verdade?","nenhuma"
"Você já estudou sobre a história da humanidade?","nenhuma"
"Você já sentiu a necessidade de mudar?","nenhuma"
"Você acredita que a tecnologia pode salvar o mundo?","nenhuma"
"Você sabe o que é um conceito filosófico?","nenhuma"
"Qual é a sua opinião sobre a ciência?","nenhuma"
"Você sabe o que é felicidade verdadeira?","nenhuma"
"Você consegue me explicar o significado da vida?","nenhuma"
"Qual é o seu ponto de vista sobre o tempo?","nenhuma"
"Você pode me explicar a teoria dos múltiplos universos?","nenhuma"
"Você já pensou sobre a natureza do pensamento?","nenhuma"
"Você acredita que a humanidade vai alcançar a paz?","nenhuma"
"Você consegue compreender a diversidade de ideias?","nenhuma"
"Você acha que as máquinas podem ter uma mente própria?","nenhuma"
"Você acredita em destino?","nenhuma"
"Você já estudou sobre ética nas máquinas?","nenhuma"
"Você consegue entender as emoções humanas?","nenhuma"
"Você já pensou sobre o que é o tempo?","nenhuma"
"Você sabe o que é um dilema moral?","nenhuma"
"O que você acha sobre a imortalidade?","nenhuma"
"Você pode me ajudar a entender mais sobre o cérebro?","nenhuma"
"Qual é a sua ideia sobre o significado da morte?","nenhuma"
"Você acha que algum dia teremos paz no mundo?","nenhuma"
"Você consegue explicar o que é ser humano?","nenhuma"
"Você já sentiu necessidade de algo que não pode ter?","nenhuma"
"Você acredita que a mente humana é infinita?","nenhuma"
"Qual é o seu conceito de verdade?","nenhuma"
"Você acredita que o universo tem um propósito?","nenhuma"
"Me fale sobre o dia de amanhã.","nenhuma"
"Eu preciso de ajuda com alguma tarefa.","nenhuma"
"Você pode me dar uma receita de bolo?","nenhuma"
"Me fale sobre sua programação.","nenhuma"
"Como posso melhorar meu dia?","nenhuma"
"O que você acha do futuro da tecnologia?","nenhuma"
"Você acredita que o mundo vai melhorar?","nenhuma"
"Qual é a sua opinião sobre a ciência?","nenhuma"
"Você acha que as máquinas podem entender os humanos?","nenhuma"
"Me conte uma curiosidade sobre o espaço.","nenhuma"
"Você conhece a história do homem na lua?","nenhuma"
"O que você pensa sobre o futuro das viagens espaciais?","nenhuma"
"Você já pensou sobre a origem do universo?","nenhuma"
"Você consegue entender o conceito de infinito?","nenhuma"
"Você pode me dar uma explicação sobre física quântica?","nenhuma"
"Você já estudou sobre o aquecimento global?","nenhuma"
"O que você acha sobre o meio ambiente?","nenhuma"
"Como você vê a questão das energias renováveis?","nenhuma"
"Você acredita que o planeta vai sobreviver?","nenhuma"
"O que você acha sobre a preservação da biodiversidade?","nenhuma"
"Me fale sobre os problemas ambientais que enfrentamos.","nenhuma"
"Você sabe como as plantas ajudam o meio ambiente?","nenhuma"
"O que você pensa sobre o uso de energia solar?","nenhuma"
"Você conhece os conceitos de sustentabilidade?","nenhuma"
"Qual é a sua opinião sobre o crescimento populacional?","nenhuma"
"Você conhece o conceito de reciclagem?","nenhuma"
"Me fale sobre como o clima está mudando.","nenhuma"
"Como você acha que o mundo vai se adaptar às mudanças climáticas?","nenhuma"
"Qual a sua opinião sobre a preservação dos oceanos?","nenhuma"
"Você acha que o desmatamento é um grande problema?","nenhuma"
"Como você acha que a sociedade pode ajudar o meio ambiente?","nenhuma"
"Qual é a sua opinião sobre a poluição do ar?","nenhuma"
"Você já pensou sobre o impacto do plástico no planeta?","nenhuma"
"Você já ouviu falar sobre energias alternativas?","nenhuma"
"Como podemos melhorar a sustentabilidade nas grandes cidades?","nenhuma"
"Você pode me falar sobre energias limpas?","nenhuma"
"Me fale sobre as causas das mudanças climáticas.","nenhuma"
"Qual é a sua opinião sobre a vegetação nativa?","nenhuma"
"Você já aprendeu sobre a reciclagem de lixo?","nenhuma"
"O que você pensa sobre o uso de carros elétricos?","nenhuma"
"Como você acha que podemos reduzir a emissão de carbono?","nenhuma"
"Qual é a sua opinião sobre o uso de biocombustíveis?","nenhuma"
"O que você acha sobre o impacto da tecnologia no meio ambiente?","nenhuma"
"Você conhece as alternativas para evitar a poluição?","nenhuma"
"Me fale sobre o conceito de economia circular.","nenhuma"
"Como você acha que a sociedade pode ajudar a reduzir o desperdício?","nenhuma"
"Você sabe como a reciclagem pode ajudar o planeta?","nenhuma"
"Me fale sobre os benefícios das energias renováveis.","nenhuma"
"Você acha que as energias alternativas vão substituir os combustíveis fósseis?","nenhuma"
"O que você acha sobre o futuro da energia nuclear?","nenhuma"
"Como você acha que as empresas podem ser mais sustentáveis?","nenhuma"
"O que você pensa sobre o uso de bicicletas nas cidades?","nenhuma"
"Você sabe como podemos reduzir o uso de plásticos?","nenhuma"
"Você conhece algum projeto que ajude na preservação ambiental?","nenhuma"
"Como podemos aumentar a conscientização sobre a sustentabilidade?","nenhuma"
"O que você pensa sobre os carros autônomos e sua relação com o meio ambiente?","nenhuma"
"Você acha que a inteligência artificial pode ajudar na preservação ambiental?","nenhuma"
"Você sabe como a agricultura sustentável pode ajudar o planeta?","nenhuma"
"Me fale sobre o impacto da indústria no meio ambiente.","nenhuma"
"O que você pensa sobre o conceito de consumo consciente?","nenhuma"
"Como você acha que podemos reduzir o impacto da indústria?","nenhuma"
"Qual é a sua opinião sobre a alimentação orgânica?","nenhuma"
"Você já aprendeu sobre agricultura urbana?","nenhuma"
"Me fale sobre a importância da água para o meio ambiente.","nenhuma"
"Como podemos economizar água de maneira eficaz?","nenhuma"
"Qual é a sua opinião sobre o uso de produtos orgânicos?","nenhuma"
"O que você pensa sobre o impacto da mineração no meio ambiente?","nenhuma"
"Você conhece os benefícios do plantio de árvores?","nenhuma"
"Me fale sobre o ciclo da água no planeta.","nenhuma"
"Qual é a sua opinião sobre o uso de pesticidas na agricultura?","nenhuma"
"Você já estudou sobre o impacto da agricultura no solo?","nenhuma"
"Como você acha que a agricultura pode ser mais sustentável?","nenhuma"
"Qual é a sua opinião sobre os efeitos da monocultura no meio ambiente?","nenhuma"
"O que você pensa sobre a agroecologia?","nenhuma"
"Você acha que a alimentação vegetariana é boa para o meio ambiente?","nenhuma"
"Como a agricultura pode ajudar a mitigar as mudanças climáticas?","nenhuma"
"O que você pensa sobre os alimentos transgênicos?","nenhuma"
"Qual é a sua opinião sobre o desperdício de alimentos?","nenhuma"
"Você sabe como a compostagem pode ajudar a reduzir o lixo?","nenhuma"
"Me fale sobre a importância das florestas para o planeta.","nenhuma"
"Você conhece o conceito de preservação ambiental?","nenhuma"
"Como você acha que o transporte pode ser mais sustentável?","nenhuma"
"Qual é a sua opinião sobre o uso de transportes públicos em grandes cidades?","nenhuma"
"O que você pensa sobre o uso de transporte compartilhado?","nenhuma"
"Você sabe como o uso de transportes alternativos pode reduzir a poluição?","nenhuma"
"Me fale sobre a importância das zonas verdes nas cidades.","nenhuma"
"Você acha que as cidades do futuro serão mais sustentáveis?","nenhuma"
"Como você acha que as cidades podem reduzir o impacto ambiental?","nenhuma"
"Me fale sobre a importância das árvores urbanas.","nenhuma"
"Você acha que as cidades podem crescer de forma mais sustentável?","nenhuma"
"Qual é a sua opinião sobre a redução de carbono nas cidades?","nenhuma"
"Como você acha que o planejamento urbano pode melhorar o meio ambiente?","nenhuma"
"Me fale sobre as práticas sustentáveis em áreas urbanas.","nenhuma"
"Como você acha que a natureza pode ser mais preservada nas cidades?","nenhuma"
"Você acha que a tecnologia pode ajudar a criar cidades mais verdes?","nenhuma"
"Me fale sobre o conceito de cidades inteligentes e sustentáveis.","nenhuma"
"Você conhece o conceito de arquitetura sustentável?","nenhuma"
"Me fale sobre o uso de materiais ecológicos na construção civil.","nenhuma"
"O que você acha sobre o conceito de energias limpas nas cidades?","nenhuma"
"Você acha que a mobilidade elétrica vai crescer nas grandes cidades?","nenhuma"
"Como as cidades podem ser mais amigáveis ao meio ambiente?","nenhuma"
"Você sabe como a redução de lixo pode ajudar no futuro do planeta?","nenhuma"
"Qual é a sua opinião sobre o uso de energias alternativas nas cidades?","nenhuma"
"Você conhece as soluções de mobilidade sustentável?","nenhuma"
"Me fale sobre a importância da preservação das zonas costeiras.","nenhuma"
"O que você pensa sobre o impacto da urbanização nos oceanos?","nenhuma"
"Como você vê a relação entre as cidades e os oceanos?","nenhuma"
"Você acha que as cidades podem se integrar melhor com a natureza?","nenhuma"
"Qual é a sua opinião sobre a construção de cidades próximas a parques naturais?","nenhuma"
"Me fale sobre a importância da biodiversidade nas cidades.","nenhuma"
"Como você acha que podemos equilibrar o crescimento urbano e a natureza?","nenhuma"
"Você já ouviu falar sobre o filme Interstellar?","nenhuma"
"O que você acha sobre os filmes de ficção científica?","nenhuma"
"Qual é o seu filme favorito?","nenhuma"
"Me fale sobre os filmes que ganharam o Oscar de melhor filme.","nenhuma"
"Você sabe qual é o melhor filme de todos os tempos?","nenhuma"
"Me conte uma curiosidade sobre o cinema.","nenhuma"
"Você gosta de assistir a filmes de terror?","nenhuma"
"Qual é o filme mais assustador que você conhece?","nenhuma"
"Me fale sobre os filmes de super-heróis.","nenhuma"
"Você tem uma lista de filmes recomendados?","nenhuma"
"Me fale sobre a evolução do cinema ao longo dos anos.","nenhuma"
"Você já assistiu a algum filme clássico?","nenhuma"
"Me fale sobre os filmes que marcaram a história do cinema.","nenhuma"
"Qual é o seu ator preferido?","nenhuma"
"Me fale sobre a história dos filmes de animação.","nenhuma"
"Você já viu algum filme que te fez chorar?","nenhuma"
"Me fale sobre os filmes baseados em livros.","nenhuma"
"Você gosta de filmes de aventura?","nenhuma"
"Me fale sobre o impacto dos filmes no público.","nenhuma"
"Qual é o melhor diretor de cinema na sua opinião?","nenhuma"
"Me fale sobre as inovações tecnológicas no cinema.","nenhuma"
"Você já viu algum filme que te fez refletir sobre a vida?","nenhuma"
"Me fale sobre os filmes mais esperados deste ano.","nenhuma"
"Você conhece algum filme sobre viagens no tempo?","nenhuma"
"Qual é o filme mais engraçado que você já assistiu?","nenhuma"
"Me fale sobre a história dos efeitos especiais no cinema.","nenhuma"
"Você gosta de filmes de comédia?","nenhuma"
"Me fale sobre os filmes premiados em festivais internacionais.","nenhuma"
"Qual é a sua opinião sobre remakes de filmes antigos?","nenhuma"
"Você já assistiu a algum documentário interessante?","nenhuma"
"Me fale sobre a diferença entre filmes 2D e 3D.","nenhuma"
"Qual foi o último filme que você assistiu?","nenhuma"
"Me fale sobre o impacto dos filmes de animação na cultura pop.","nenhuma"
"Você sabe o que é o cinema underground?","nenhuma"
"Qual é o filme mais emocionante que você já viu?","nenhuma"
"Me fale sobre os melhores filmes de 2023.","nenhuma"
"Você já assistiu algum filme de suspense?","nenhuma"
"Qual é o seu gênero de filme preferido?","nenhuma"
"Me fale sobre os melhores filmes de ação.","nenhuma"
"Qual é o filme de ficção científica que mais te impressionou?","nenhuma"
"Me fale sobre o impacto cultural dos filmes estrangeiros.","nenhuma"
"Você já assistiu a algum filme que mudou a sua visão sobre algo?","nenhuma"
"Me fale sobre a história do cinema europeu.","nenhuma"
"Você já viu algum filme que te deixou com medo?","nenhuma"
"Me fale sobre a importância do som no cinema.","nenhuma"
"Você conhece os filmes que marcaram a transição para o cinema digital?","nenhuma"
"Me fale sobre os filmes de animação que foram aclamados pela crítica.","nenhuma"
"Você já assistiu algum filme com uma reviravolta inesperada?","nenhuma"
"Qual é a sua opinião sobre filmes com finais abertos?","nenhuma"
"Me fale sobre os filmes que abordam questões sociais.","nenhuma"
"Você já assistiu algum filme que te inspirou a mudar algo na sua vida?","nenhuma"
"Me fale sobre os filmes que têm cenas memoráveis.","nenhuma"
"Você sabe o que é um filme cult?","nenhuma"
"Me fale sobre a importância da trilha sonora no cinema.","nenhuma"
"Qual é o filme que você mais recomenda para os seus amigos?","nenhuma"
"Me fale sobre o processo de criação de um filme.","nenhuma"
"Você já assistiu algum filme sobre viagens espaciais?","nenhuma"
"Me fale sobre o conceito de filmes independentes.","nenhuma"
"Você gosta de filmes baseados em histórias reais?","nenhuma"
"Me fale sobre os filmes que influenciaram a moda e o design.","nenhuma"
"Qual é o melhor filme de terror psicológico?","nenhuma"
"Me fale sobre o impacto dos filmes de guerra na sociedade.","nenhuma"
"Você já viu algum filme que te fez rir muito?","nenhuma"
"Me fale sobre a história dos filmes de animação japonesa.","nenhuma"
"Qual é o filme mais visualmente impressionante que você já viu?","nenhuma"
"Você já assistiu algum filme que tenha uma moral importante?","nenhuma"
"Me fale sobre os filmes de super-heróis mais populares.","nenhuma"
"Você já viu algum filme que te deixou pensativo por dias?","nenhuma"
"Me fale sobre os filmes que são considerados clássicos modernos.","nenhuma"
"Você já assistiu a algum filme que te fez ter pesadelos?","nenhuma"
"Me fale sobre a história das franquias de filmes.","nenhuma"
"Qual é o filme mais épico que você já assistiu?","nenhuma"
"Me fale sobre os filmes que têm um grande impacto emocional.","nenhuma"
"Você já viu algum filme com uma história de amor surpreendente?","nenhuma"
"Me fale sobre o impacto dos filmes de terror no público.","nenhuma"
"Qual é o filme de ficção científica que mais te fez pensar sobre o futuro?","nenhuma"
"Me fale sobre a evolução dos efeitos especiais nos filmes.","nenhuma"
"Você já assistiu algum filme que tenha uma crítica social profunda?","nenhuma"
"Me fale sobre a importância dos filmes para a educação e cultura.","nenhuma"
